datetime,machineID,volt,rotate,pressure,vibration
2015-01-01 06:00:00,30,179.301174510987,441.944164718758,92.0103463489889,40.2191636162669
2015-01-01 07:00:00,30,153.255058035441,491.410481777045,89.4998463425265,33.4746235820328
2015-01-01 08:00:00,30,140.033472259679,420.347054107988,103.37489305909,37.4656267829881
2015-01-01 09:00:00,30,170.405073789007,436.359204329925,100.504392113863,41.7395131407994
2015-01-01 10:00:00,30,166.504586136709,407.256005131635,86.4299483514118,42.1375224394888
2015-01-01 11:00:00,30,146.521796276461,488.33204529349,106.626204310663,40.3952622824127
2015-01-01 12:00:00,30,169.015800316575,544.19405387822,91.1542401992153,35.4789157348688
2015-01-01 13:00:00,30,148.801145040849,421.792095347094,124.807885326137,40.6199142369527
2015-01-01 14:00:00,30,165.169456657211,373.644459396644,88.9065790766057,40.6994498964802
2015-01-01 15:00:00,30,151.460759226664,486.341692970626,101.298989606425,47.6446055272993
2015-01-01 16:00:00,30,162.47246027257,454.581122058403,90.3158366496557,36.9846512019984
2015-01-01 17:00:00,30,168.401296702285,480.233132967912,97.3503592715504,42.5106638398359
2015-01-01 18:00:00,30,188.689718974591,400.054309414598,96.5424782184212,40.7177057338626
2015-01-01 19:00:00,30,166.703701391766,486.796055120375,101.340583558045,41.8332444337189
2015-01-01 20:00:00,30,155.47277382053,397.651264409235,92.5060230419333,35.5669865253678
2015-01-01 21:00:00,30,210.383398271215,480.173065783542,90.5017569524944,28.9641522055203
2015-01-01 22:00:00,30,188.76135649846,400.416214977085,107.553650103125,37.5792283967436
2015-01-01 23:00:00,30,164.230528194707,574.84973350126,109.042570807393,49.3340863829612
2015-01-02 00:00:00,30,186.905498819594,440.159652175855,96.025698411629,33.0070649830638
2015-01-02 01:00:00,30,181.113150285629,479.086915634073,105.699047865222,38.9164927182826
2015-01-02 02:00:00,30,163.5322305447,385.390874682409,105.09596021944,36.2194114554329
2015-01-02 03:00:00,30,192.798943314725,485.587430058762,90.8772740434299,35.7554446791435
2015-01-02 04:00:00,30,175.848407144737,485.921900430761,95.027203735193,43.3326638182818
2015-01-02 05:00:00,30,153.308947772767,420.803800317633,85.8239158886468,44.1201796869631
2015-01-02 06:00:00,30,163.900852408424,426.020734769527,117.142969187256,34.9955657821591
2015-01-02 07:00:00,30,166.503976070314,370.128562443294,88.1470751771344,38.1271260443793
2015-01-02 08:00:00,30,166.699049033283,425.274774950357,105.844890600695,42.9776421106102
2015-01-02 09:00:00,30,153.015546315232,450.416077668309,84.6933780932858,44.6428683207422
2015-01-02 10:00:00,30,144.555491464214,492.992270542218,104.838192262289,42.8522926965212
2015-01-02 11:00:00,30,154.824232276826,546.504051420173,99.4236727058902,35.6171099540086
2015-01-02 12:00:00,30,176.484390310211,490.948699246025,90.412430281309,41.2092754015424
2015-01-02 13:00:00,30,161.561846935649,427.671837993937,99.658070691759,40.0489147031912
2015-01-02 14:00:00,30,168.548811359726,476.017275901497,97.7312118650982,44.3821973706319
2015-01-02 15:00:00,30,187.93574693411,443.723612228493,104.58554732275,41.2358913679132
2015-01-02 16:00:00,30,198.654367369858,451.529453338786,92.79070050882,31.8075046907618
2015-01-02 17:00:00,30,190.213936668857,471.429239582072,69.1822504490774,43.3157442498146
2015-01-02 18:00:00,30,174.748949723724,449.349275007294,97.9050632719274,36.8345987111346
2015-01-02 19:00:00,30,162.990152133689,423.606685925649,96.6521222160899,43.866452299025
2015-01-02 20:00:00,30,159.924096652569,388.473548498131,102.18060521366,37.6191070130784
2015-01-02 21:00:00,30,154.800295464489,419.91939650569,97.1935337795579,47.7469037255394
2015-01-02 22:00:00,30,183.530702966009,390.368296038201,101.361743881554,35.1641682459457
2015-01-02 23:00:00,30,151.156722398663,466.150879295227,87.217040019601,34.4827615231285
2015-01-03 00:00:00,30,183.677189111652,388.73078120386,107.800597299177,39.7914124262464
2015-01-03 01:00:00,30,162.359566983764,450.226787354968,101.786985704916,40.9084882314838
2015-01-03 02:00:00,30,155.922468447472,531.356230740696,102.329201195273,31.4676906372331
2015-01-03 03:00:00,30,169.832720489951,449.006095429741,96.7224152864388,34.9169767060006
2015-01-03 04:00:00,30,171.3129284591,507.192402023378,108.342671021308,55.5843855159365
2015-01-03 05:00:00,30,196.816700359559,416.157124423429,100.370360774208,37.1457832556195
2015-01-03 06:00:00,30,153.904027236097,464.291099147517,87.7797109146013,35.1639210297276
2015-01-03 07:00:00,30,177.618575242725,366.313429244002,103.380696039616,38.9928324856555
2015-01-03 08:00:00,30,159.603018730836,441.795432280661,118.724677095548,41.889663131142
2015-01-03 09:00:00,30,186.227453542429,410.31812181333,118.246016445193,52.0600567438224
2015-01-03 10:00:00,30,169.107290751597,487.705695500656,94.0587981993166,41.3198267926692
2015-01-03 11:00:00,30,152.571543965445,476.081673919464,98.3952305582546,41.0697504794593
2015-01-03 12:00:00,30,182.923699529609,487.499151325205,107.925724566855,46.3168937481334
2015-01-03 13:00:00,30,144.337047155491,463.301261587214,119.878865406314,42.1214254248816
2015-01-03 14:00:00,30,159.137350085928,443.52876407217,113.277375261337,43.6058137736157
2015-01-03 15:00:00,30,179.139942300584,470.888017768554,76.8226095807691,40.7840300654052
2015-01-03 16:00:00,30,148.197507634493,471.265652976915,120.810340152763,45.46568538725
2015-01-03 17:00:00,30,155.792778659394,448.973823068605,121.11957574754,48.082158122874
2015-01-03 18:00:00,30,185.045642109956,412.377855315831,97.2898361190133,46.585089939185
2015-01-03 19:00:00,30,151.826262074249,354.321801036621,115.030656136132,43.434172775664
2015-01-03 20:00:00,30,179.29286470813,570.829061242042,100.336068567065,41.8383216992624
2015-01-03 21:00:00,30,160.468057122284,415.000228936408,87.8977436459328,41.4553296013637
2015-01-03 22:00:00,30,159.253381789658,416.860225838543,131.767173497662,38.3745053943312
2015-01-03 23:00:00,30,165.926712072343,456.95074132342,108.013620661834,40.2687093734461
2015-01-04 00:00:00,30,160.971336774407,440.233759823188,108.783344152956,37.1468979213087
2015-01-04 01:00:00,30,150.619102445744,457.892498573544,102.036150590261,38.8412753602133
2015-01-04 02:00:00,30,151.855209597904,453.327994718366,105.798293619204,40.9217444171249
2015-01-04 03:00:00,30,194.097281206539,393.437222701344,123.076749356801,35.3044133814696
2015-01-04 04:00:00,30,138.55803811398,479.126712858976,86.8619278867094,32.4063617972737
2015-01-04 05:00:00,30,199.720678360839,450.463502339629,104.059138746554,29.3902148601181
2015-01-04 06:00:00,30,145.617579698881,462.816450685277,92.2683607049288,38.6938019300118
